injectionId,authorId,split,component,collisionState,centerLabel,labelMultiplicity,labelAreaPixels,offsetIndex,drawIndex,referenceX,referenceY,raDeg,decDeg,offsetRadiusPixels,offsetRadiusArcsec,topologyRule,segmentedFraction5x5,sameLabelFraction5x5,inputF090WVegaMag,inputF150WVegaMag,inputF090WMinusF150WMag
I-26714-02-08,26714,development,other,blank,0,0,,2,8,9682.080590704747,1800.1007837921138,163.35806537931606,16.79490879893854,12.0,0.37469413682286246,unsegmented-local-field,0.0,0.0,26.531719974093914,25.447000000000003,1.0847199740939102
I-26714-03-01,26714,development,other,blank,0,0,,3,1,9681.100191064274,1790.8542411947135,163.35798547621846,16.794934343487718,4.0,0.12489804560762081,unsegmented-local-field,0.0,0.0,25.061611581275073,24.247,0.8146115812750745
I-26714-03-02,26714,development,other,blank,0,0,,3,2,9681.100191064274,1790.8542411947135,163.35798547621846,16.794934343487718,4.0,0.12489804560762081,unsegmented-local-field,0.0,0.0,25.33171997409391,24.247,1.0847199740939102
I-26714-03-03,26714,development,other,blank,0,0,,3,3,9681.100191064274,1790.8542411947135,163.35798547621846,16.794934343487718,4.0,0.12489804560762081,unsegmented-local-field,0.0,0.0,25.461611581275076,24.647000000000002,0.8146115812750745
I-26714-03-04,26714,development,other,blank,0,0,,3,4,9681.100191064274,1790.8542411947135,163.35798547621846,16.794934343487718,4.0,0.12489804560762081,unsegmented-local-field,0.0,0.0,25.731719974093913,24.647000000000002,1.0847199740939102
I-26714-03-05,26714,development,other,blank,0,0,,3,5,9681.100191064274,1790.8542411947135,163.35798547621846,16.794934343487718,4.0,0.12489804560762081,unsegmented-local-field,0.0,0.0,25.861611581275074,25.047,0.8146115812750745
I-26714-03-06,26714,development,other,blank,0,0,,3,6,9681.100191064274,1790.8542411947135,163.35798547621846,16.794934343487718,4.0,0.12489804560762081,unsegmented-local-field,0.0,0.0,26.13171997409391,25.047,1.0847199740939102
I-26714-03-07,26714,development,other,blank,0,0,,3,7,9681.100191064274,1790.8542411947135,163.35798547621846,16.794934343487718,4.0,0.12489804560762081,unsegmented-local-field,0.0,0.0,26.261611581275076,25.447000000000003,0.8146115812750745
I-26714-03-08,26714,development,other,blank,0,0,,3,8,9681.100191064274,1790.8542411947135,163.35798547621846,16.794934343487718,4.0,0.12489804560762081,unsegmented-local-field,0.0,0.0,26.531719974093914,25.447000000000003,1.0847199740939102
I-26714-04-01,26714,development,other,blank,0,0,,4,1,9674.971835519322,1795.9965420722058,163.35800482247,16.794867474906273,12.0,0.37469413682286246,unsegmented-local-field,0.0,0.0,25.061611581275073,24.247,0.8146115812750745
I-26714-04-02,26714,development,other,blank,0,0,,4,2,9674.971835519322,1795.9965420722058,163.35800482247,16.794867474906273,12.0,0.37469413682286246,unsegmented-local-field,0.0,0.0,25.33171997409391,24.247,1.0847199740939102
I-26714-04-03,26714,development,other,blank,0,0,,4,3,9674.971835519322,1795.9965420722058,163.35800482247,16.794867474906273,12.0,0.37469413682286246,unsegmented-local-field,0.0,0.0,25.461611581275076,24.647000000000002,0.8146115812750745
