authorId,host,component,split,band,raDeg,decDeg,shiftedRaDeg,shiftedDecDeg,mosaicX,mosaicY,edgeDistancePixels,validCoverage,centerContributionCount,centerSegmentationLabel,nearestCatalogLabel,nearestCatalogDistanceArcsec,secondCatalogDistanceArcsec,catalogMatchedAt0_3Arcsec,catalogSourcesWithin1Arcsec,centerLabelEqualsNearestCatalogLabel,centerScienceMJySr,centerErrorMJySr,centerWeight,referenceFluxJy,referenceCombinedErrorJy,referenceSignalToNoise,referenceVegaMag,referenceBackgroundMJySr,referenceBackgroundRobustSigmaMJySr,referenceApertureSegmentedFraction,referenceTargetLabelFraction,sensitivityFluxJy,sensitivityCombinedErrorJy,sensitivitySignalToNoise,sensitivityVegaMag,sensitivityBackgroundMJySr
11974,N3447Spiral,spiral,development,F090W,163.34971,16.79421,163.34971580306376,16.79418777777778,9223.945045169916,996.3595306747561,666.0549548300842,True,4,0,641,0.4487960464629058,0.5393245206031709,False,5,False,0.6408025622367859,0.027405643835663795,1716.184326171875,5.6041405453486384e-08,4.131071847938791e-09,13.565826864388328,26.544717206401,0.42210957407951355,0.019908246186375617,0.0,0.0,5.612279867151839e-08,3.607619806891295e-09,15.55673870187549,26.543141452713087,0.4236965477466583
12639,N3447,other,validation,F090W,163.33628,16.78311,163.33628580272457,16.78308777777778,7444.463347003069,178.58477040906382,178.58477040906382,True,4,0,81,5.641859045941128,6.287478513520317,False,0,False,0.9685279130935669,0.030436066910624504,1455.58203125,1.010326530323777e-07,3.6276267247618497e-09,27.850895557345527,25.904835358916515,0.3624009042978287,0.01477864171564579,0.0,0.0,7.84790985875378e-08,3.132810754825913e-09,25.050698790740967,26.179104737068176,0.3637002408504486
16293,N3447Spiral,spiral,validation,F090W,163.35241,16.79448,163.352415803072,16.79445777777778,9375.93199819902,1254.5899813221595,514.0680018009807,True,4,0,1342,1.1433969305429836,1.165895114733198,False,0,False,1.1073225736618042,0.03536747023463249,1723.128173828125,1.3337779255858046e-07,4.2507836231086586e-09,31.37722462124275,25.60328093867822,0.37065838277339935,0.018686113303899764,0.0,0.0,1.2334242601980313e-07,3.6964545215368088e-09,33.367765057345615,25.68820853652198,0.37139424681663513
17282,N3447Spiral,spiral,development,F090W,163.34263,16.78622,163.34263580281961,16.78619777777778,8061.525996878439,667.5639028316943,667.5639028316943,True,3,0,300,3.631788768298279,4.499764325914177,False,0,False,0.5104095339775085,0.02825850248336792,1278.41845703125,9.431175724802568e-08,4.3322383115428805e-09,21.769752831172752,25.97957516016177,0.37726476788520813,0.019206854715943335,0.0,0.0,8.176166962813404e-08,3.775474369975836e-09,21.655999118504766,26.134615373617713,0.38250449299812317
20127,N3447Spiral,spiral,validation,F090W,163.34515,16.78715,163.345155802848,16.78712777777778,8274.499290112535,876.1599401101776,876.1599401101776,True,4,0,429,0.9916951117301883,2.5059896395114913,False,1,False,1.7891370058059692,0.04357980936765671,1711.4718017578125,1.807375397990444e-07,4.647866411980455e-09,38.88613049057754,25.27336883637061,0.38989293575286865,0.021537366396188733,0.0,0.0,1.6167437223352256e-07,3.890514100815653e-09,41.55604324878999,25.39438679403837,0.3887275904417038
23741,N3447Spiral,spiral,validation,F090W,163.35044,16.79001,163.35044580293538,16.789987777777778,8816.80218619162,1270.6054652000057,1073.1978138083796,True,4,1582,1582,0.044379997880177595,0.22633525749481326,True,4,True,0.7772525548934937,0.030699143186211586,1724.0147705078125,7.659951872666404e-08,4.378138473746818e-09,17.49591046194344,26.20542464983945,0.40119192004203796,0.021693825209140778,0.8706896551724138,0.8706896551724138,5.9177464409434594e-08,3.401456484369861e-09,17.397683810262695,26.485598870015476,0.39893750846385956
24125,N3447Spiral,spiral,validation,F090W,163.3523,16.79136,163.35230580297667,16.79133777777778,9043.608904724311,1392.8126091668742,846.3910952756887,True,4,2261,2261,0.05865289085874204,0.46769765239855177,True,4,True,0.9402503967285156,0.033313728868961334,1727.39501953125,1.58392940754889e-07,4.480461290247603e-09,35.35192706600435,25.41665019708281,0.3882867693901062,0.020149297034740447,0.9994861547245218,0.9994861547245218,1.3761219563085378e-07,3.753048204434065e-09,36.66678074325581,25.569347441870708,0.3939722925424576
25440,N3447Spiral,spiral,development,F090W,163.33905,16.78025,163.33905580263723,16.780227777777778,7271.302128371448,593.5975395261348,593.5975395261348,True,4,0,223,2.2434506143289776,2.610575260945029,False,0,False,0.7033628821372986,0.027198579162359238,1697.06201171875,1.1694425279095976e-07,4.203492013548698e-09,27.820738665382247,25.74604254396299,0.39637361466884613,0.02048059558868408,0.0,0.0,6.788742382332554e-08,3.329450216766183e-09,20.38998014791253,26.33651643108757,0.39641979336738586
26714,N3447,other,development,F090W,163.35797,16.79499,163.3579758030876,16.794967777777778,9684.097778764033,1788.5466157147878,205.90222123596686,True,4,0,3111,2.924288449183008,3.280243786892396,False,0,False,1.4746694564819336,0.03945301100611687,1736.5228271484375,1.656481068560065e-07,4.345362017530727e-09,38.1206689310864,25.368023560229403,0.35736775398254395,0.01937234934568405,0.0,0.0,1.4162834983508282e-07,3.448381676771857e-09,41.07096113782444,25.53811426465017,0.355476051568985
27675,N3447,other,validation,F090W,163.33597,16.77696,163.33597580253678,16.77693777777778,6785.113554901309,441.6298490576605,441.6298490576605,True,4,0,121,1.037742341172321,1.7555371537415327,False,0,False,0.8561716675758362,0.02939695119857788,1687.811279296875,7.645361927679619e-08,3.711504199331332e-09,20.599092758825424,26.207494628475946,0.3887314349412918,0.01586258625090122,0.0,0.0,5.808477622031066e-08,3.281084731515442e-09,17.702918691003422,26.50583395099117,0.39345985651016235
27783,N3447Spiral,spiral,validation,F090W,163.34823,16.7868,163.3482358028373,16.78677777777778,8378.851545470392,1202.2283062810686,1202.2283062810686,True,4,1264,1264,0.08134440048335409,1.5084856667477522,True,1,True,0.8457489013671875,0.03115430288016796,1721.0811767578125,2.619602550110298e-07,4.9258821347976365e-09,53.18037416292982,24.87040124095578,0.4022494852542877,0.021943602579832074,0.7999657475595137,0.7999657475595137,1.778670822410286e-07,4.217072180799539e-09,42.17786051916848,25.290750800058262,0.40838173031806946
27945,N3447Spiral,spiral,validation,F090W,163.34828,16.78677,163.3482858028364,16.78674777777778,8377.994643531409,1208.685011954755,1208.685011954755,True,4,1264,1264,0.13753159465007422,1.5769756236348884,True,1,True,0.733390212059021,0.029568275436758995,1721.27197265625,1.0574331607506708e-07,4.4208488423277535e-09,23.919233578542578,25.855357438250937,0.4016423970460892,0.021509971743822097,0.8045104196403083,0.8045104196403083,7.807221637430074e-08,3.4723966215138182e-09,22.4836690286447,26.184748480716113,0.4037525802850723
28576,N3447Spiral,spiral,development,F090W,163.34533,16.78418,163.34533580275726,16.78415777777778,7971.188405851827,1036.3193763674235,1036.3193763674235,True,4,0,715,1.430038481291814,1.5459786455745457,False,0,False,1.041222095489502,0.033929020166397095,1715.1539306640625,1.110498945282798e-07,3.982228642962019e-09,27.886368283886345,25.802194376268833,0.3837887644767761,0.016016283506155013,0.0,0.0,1.0899340029326849e-07,3.4292747619459955e-09,31.783221777020422,25.82248924832495,0.3801361620426178
29870,N3447,other,development,F090W,163.33722,16.7772,163.3372258025441,16.77717777777778,6867.538172931177,555.6965446860354,555.6965446860354,True,4,0,176,0.5027731482158043,0.8664979509931556,False,2,False,0.6674529314041138,0.02604050002992153,1692.1751708984375,6.676902269395085e-08,3.9376887869036434e-09,16.956399123266902,26.35455220363092,0.38523054122924805,0.019471301481127738,0.0,0.0,6.482997087615962e-08,3.0782869178359603e-09,21.060405545866132,26.3865501860247,0.3863157778978348
36326,N3447Spiral,spiral,development,F090W,163.35696,16.79093,163.35696580296351,16.79090777777778,9211.949746506942,1881.3705976418858,678.0502534930583,True,4,0,3212,1.4122950701940133,2.302337236046451,False,0,False,1.1580615043640137,0.034843750298023224,1739.9190673828125,3.0685460619854474e-07,4.98374265636265e-09,61.57111780376325,24.698658135109525,0.3601608872413635,0.021498792958259582,0.0,0.0,2.8176200569148977e-07,4.4064495801380536e-09,63.9430908188588,24.79128367700434,0.36023184657096863
39885,N3447Spiral,spiral,validation,F090W,163.34841,16.78292,163.3484158027188,16.78289777777778,7980.08424339727,1405.9274927163456,1405.9274927163456,True,4,0,2270,0.341778354246071,0.440958394282804,False,4,False,1.0202759504318237,0.03398049995303154,1725.464599609375,6.657099623295547e-08,4.526969355607626e-09,14.705422326416448,26.357777111771842,0.41589778661727905,0.024553031587600707,0.0,0.0,6.957558295806296e-08,3.7047160512513398e-09,18.780274114277248,26.309847617590982,0.4126874506473541
48618,N3447Spiral,spiral,development,F090W,163.34092,16.77437,163.34092580245772,16.77434777777778,6740.124848745967,1062.6911128482993,1062.6911128482993,True,4,819,819,0.057636233696522904,0.8988203124562809,True,2,True,1.0268691778182983,0.03244543820619583,1705.62353515625,8.89666885452914e-08,4.476659317562595e-09,19.873455233964744,26.04292118760911,0.42805173993110657,0.02317092719078064,0.7640410958904109,0.7640410958904109,8.275059921489911e-08,3.849266328686657e-09,21.49775883217025,26.121561884084834,0.42368485033512115
51982,N3447Spiral,spiral,development,F090W,163.34872,16.77973,163.34872580262135,16.77970777777778,7659.652720177142,1589.6736062804341,1589.6736062804341,True,2,1352,2571,4.752336916183033,5.173491439057567,False,0,False,0.6232661604881287,0.03479259833693504,697.9202270507812,1.228279788759951e-07,7.460637715321633e-09,16.463469151403487,25.692746488212993,0.5205192565917969,0.03813653740882873,1.0,1.0,7.014759471815282e-08,4.970543096418016e-09,14.112662008444136,26.30095779190202,0.511058509349823
